time(s);keff(-);power(W);flux0(m-2s-1);TFuel_Max;Avg;Min;TCladding_Max;Avg;Min;
21.44155844;1;0;0;0;0;0;0;0;0;
21.45454545;1;0;0;0;0;0;0;0;0;
21.46753247;1;0;0;0;0;0;0;0;0;
21.48051948;1;0;0;0;0;0;0;0;0;
21.49350649;1;0;0;0;0;0;0;0;0;
21.50649351;1;0;0;0;0;0;0;0;0;
21.51948052;1;0;0;0;0;0;0;0;0;
21.53246753;1;0;0;0;0;0;0;0;0;
21.54545455;1;0;0;0;0;0;0;0;0;
21.55844156;1;0;0;0;0;0;0;0;0;
21.57142857;1;0;0;0;0;0;0;0;0;
21.58441558;1;0;0;0;0;0;0;0;0;
21.5974026;1;0;0;0;0;0;0;0;0;
21.61038961;1;0;0;0;0;0;0;0;0;
21.62337662;1;0;0;0;0;0;0;0;0;
21.63636364;1;0;0;0;0;0;0;0;0;
21.64935065;1;0;0;0;0;0;0;0;0;
21.66233766;1;0;0;0;0;0;0;0;0;
21.67532468;1;0;0;0;0;0;0;0;0;
21.68831169;1;0;0;0;0;0;0;0;0;
21.7012987;1;0;0;0;0;0;0;0;0;
21.71428571;1;0;0;0;0;0;0;0;0;
21.72727273;1;0;0;0;0;0;0;0;0;
21.74025974;1;0;0;0;0;0;0;0;0;
21.75324675;1;0;0;0;0;0;0;0;0;
21.76623377;1;0;0;0;0;0;0;0;0;
21.77922078;1;0;0;0;0;0;0;0;0;
21.79220779;1;0;0;0;0;0;0;0;0;
21.80519481;1;0;0;0;0;0;0;0;0;
21.81818182;1;0;0;0;0;0;0;0;0;
21.83116883;1;0;0;0;0;0;0;0;0;
21.84415584;1;0;0;0;0;0;0;0;0;
21.85714286;1;0;0;0;0;0;0;0;0;
21.87012987;1;0;0;0;0;0;0;0;0;
21.88311688;1;0;0;0;0;0;0;0;0;
21.8961039;1;0;0;0;0;0;0;0;0;
21.90909091;1;0;0;0;0;0;0;0;0;
21.92207792;1;0;0;0;0;0;0;0;0;
21.93506494;1;0;0;0;0;0;0;0;0;
21.94805195;1;0;0;0;0;0;0;0;0;
21.96103896;1;0;0;0;0;0;0;0;0;
21.97402597;1;0;0;0;0;0;0;0;0;
21.98701299;1;0;0;0;0;0;0;0;0;
22;1;0;0;0;0;0;0;0;0;
